mode,load_profile_name,bridge_type,k,issue_time,scenario_id,scenario_weight,medoid_type,raw_scenario_id
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 02:00:00,0,0.042,high_netload_tail,114
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 02:00:00,1,0.144,low_pv_shortfall_tail,2
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 02:00:00,2,0.088,dct_risk_tail,112
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 02:00:00,3,0.284,typical,256
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 02:00:00,4,0.442,typical,403
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 03:00:00,0,0.248,high_netload_tail,2
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 03:00:00,1,0.106,low_pv_shortfall_tail,122
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 03:00:00,2,0.184,dct_risk_tail,19
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 03:00:00,3,0.296,typical,35
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 03:00:00,4,0.166,typical,202
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 04:00:00,0,0.17,high_netload_tail,30
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 04:00:00,1,0.148,low_pv_shortfall_tail,487
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 04:00:00,2,0.316,dct_risk_tail,41
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 04:00:00,3,0.23,typical,306
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 04:00:00,4,0.136,typical,201
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 05:00:00,0,0.178,high_netload_tail,42
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 05:00:00,1,0.03,low_pv_shortfall_tail,84
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 05:00:00,2,0.098,dct_risk_tail,37
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 05:00:00,3,0.288,typical,317
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 05:00:00,4,0.406,typical,437
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 06:00:00,0,0.09,high_netload_tail,459
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 06:00:00,1,0.018,low_pv_shortfall_tail,336
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 06:00:00,2,0.024,dct_risk_tail,236
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 06:00:00,3,0.526,typical,258
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 06:00:00,4,0.342,typical,481
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 07:00:00,0,0.124,high_netload_tail,43
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 07:00:00,1,0.188,low_pv_shortfall_tail,481
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 07:00:00,2,0.01,dct_risk_tail,50
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 07:00:00,3,0.476,typical,17
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 07:00:00,4,0.202,typical,144
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 08:00:00,0,0.106,high_netload_tail,23
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 08:00:00,1,0.066,low_pv_shortfall_tail,272
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 08:00:00,2,0.13,dct_risk_tail,480
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 08:00:00,3,0.496,typical,247
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 08:00:00,4,0.202,typical,40
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 09:00:00,0,0.126,high_netload_tail,3
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 09:00:00,1,0.416,low_pv_shortfall_tail,232
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 09:00:00,2,0.1,dct_risk_tail,182
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 09:00:00,3,0.266,typical,48
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 09:00:00,4,0.092,typical,12
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 10:00:00,0,0.052,high_netload_tail,479
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 10:00:00,1,0.07,low_pv_shortfall_tail,351
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 10:00:00,2,0.132,dct_risk_tail,140
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 10:00:00,3,0.666,typical,210
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 10:00:00,4,0.08,typical,28
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 11:00:00,0,0.332,high_netload_tail,19
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 11:00:00,1,0.1,low_pv_shortfall_tail,472
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 11:00:00,2,0.014,dct_risk_tail,201
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 11:00:00,3,0.374,typical,130
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 11:00:00,4,0.18,typical,36
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 12:00:00,0,0.166,high_netload_tail,35
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 12:00:00,1,0.058,low_pv_shortfall_tail,395
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 12:00:00,2,0.036,dct_risk_tail,246
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 12:00:00,3,0.384,typical,139
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 12:00:00,4,0.356,typical,379
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 13:00:00,0,0.18,high_netload_tail,186
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 13:00:00,1,0.124,low_pv_shortfall_tail,354
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 13:00:00,2,0.188,dct_risk_tail,456
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 13:00:00,3,0.344,typical,16
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 13:00:00,4,0.164,typical,2
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 14:00:00,0,0.186,high_netload_tail,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 14:00:00,1,0.106,low_pv_shortfall_tail,127
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 14:00:00,2,0.132,dct_risk_tail,490
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 14:00:00,3,0.192,typical,17
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 14:00:00,4,0.384,typical,221
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 15:00:00,0,0.144,high_netload_tail,24
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 15:00:00,1,0.04,low_pv_shortfall_tail,122
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 15:00:00,2,0.208,dct_risk_tail,53
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 15:00:00,3,0.386,typical,46
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 15:00:00,4,0.222,typical,342
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 16:00:00,0,0.14,high_netload_tail,23
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 16:00:00,1,0.09,low_pv_shortfall_tail,352
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 16:00:00,2,0.608,dct_risk_tail,302
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 16:00:00,3,0.058,typical,497
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 16:00:00,4,0.104,typical,498
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 17:00:00,0,0.088,high_netload_tail,350
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 17:00:00,1,0.128,low_pv_shortfall_tail,435
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 17:00:00,2,0.05,dct_risk_tail,35
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 17:00:00,3,0.714,typical,496
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 17:00:00,4,0.02,typical,481
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 18:00:00,0,0.382,high_netload_tail,2
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 18:00:00,1,0.072,low_pv_shortfall_tail,421
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 18:00:00,2,0.068,dct_risk_tail,29
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 18:00:00,3,0.294,typical,467
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 18:00:00,4,0.184,typical,18
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 19:00:00,0,0.066,high_netload_tail,29
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 19:00:00,1,0.114,low_pv_shortfall_tail,408
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 19:00:00,2,0.218,dct_risk_tail,471
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 19:00:00,3,0.274,typical,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 19:00:00,4,0.328,typical,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 20:00:00,0,0.294,high_netload_tail,65
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 20:00:00,1,0.122,low_pv_shortfall_tail,357
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 20:00:00,2,0.252,dct_risk_tail,482
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 20:00:00,3,0.284,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 20:00:00,4,0.048,typical,330
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 21:00:00,0,0.132,high_netload_tail,469
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 21:00:00,1,0.064,low_pv_shortfall_tail,41
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 21:00:00,2,0.212,dct_risk_tail,30
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 21:00:00,3,0.414,typical,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 21:00:00,4,0.178,typical,1
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 22:00:00,0,0.14,high_netload_tail,25
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 22:00:00,1,0.072,low_pv_shortfall_tail,246
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 22:00:00,2,0.076,dct_risk_tail,479
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 22:00:00,3,0.466,typical,484
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 22:00:00,4,0.246,typical,497
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 23:00:00,0,0.098,high_netload_tail,468
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 23:00:00,1,0.096,low_pv_shortfall_tail,455
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 23:00:00,2,0.074,dct_risk_tail,438
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 23:00:00,3,0.476,typical,334
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-13 23:00:00,4,0.256,typical,50
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 00:00:00,0,0.274,high_netload_tail,27
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 00:00:00,1,0.038,low_pv_shortfall_tail,284
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 00:00:00,2,0.094,dct_risk_tail,42
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 00:00:00,3,0.384,typical,498
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 00:00:00,4,0.21,typical,274
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 01:00:00,0,0.102,high_netload_tail,25
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 01:00:00,1,0.14,low_pv_shortfall_tail,171
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 01:00:00,2,0.334,dct_risk_tail,469
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 01:00:00,3,0.314,typical,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 01:00:00,4,0.11,typical,306
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 02:00:00,0,0.078,high_netload_tail,434
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 02:00:00,1,0.056,low_pv_shortfall_tail,88
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 02:00:00,2,0.188,dct_risk_tail,457
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 02:00:00,3,0.54,typical,436
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 02:00:00,4,0.138,typical,208
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 03:00:00,0,0.068,high_netload_tail,473
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 03:00:00,1,0.06,low_pv_shortfall_tail,352
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 03:00:00,2,0.246,dct_risk_tail,480
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 03:00:00,3,0.376,typical,497
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 03:00:00,4,0.25,typical,87
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 04:00:00,0,0.048,high_netload_tail,404
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 04:00:00,1,0.072,low_pv_shortfall_tail,292
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 04:00:00,2,0.08,dct_risk_tail,102
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 04:00:00,3,0.53,typical,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 04:00:00,4,0.27,typical,169
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 05:00:00,0,0.406,high_netload_tail,22
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 05:00:00,1,0.108,low_pv_shortfall_tail,66
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 05:00:00,2,0.158,dct_risk_tail,472
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 05:00:00,3,0.25,typical,487
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 05:00:00,4,0.078,typical,17
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 06:00:00,0,0.152,high_netload_tail,1
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 06:00:00,1,0.038,low_pv_shortfall_tail,130
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 06:00:00,2,0.348,dct_risk_tail,42
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 06:00:00,3,0.248,typical,19
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 06:00:00,4,0.214,typical,450
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 07:00:00,0,0.068,high_netload_tail,12
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 07:00:00,1,0.15,low_pv_shortfall_tail,378
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 07:00:00,2,0.028,dct_risk_tail,31
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 07:00:00,3,0.206,typical,485
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 07:00:00,4,0.548,typical,498
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 08:00:00,0,0.31,high_netload_tail,34
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 08:00:00,1,0.066,low_pv_shortfall_tail,459
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 08:00:00,2,0.078,dct_risk_tail,468
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 08:00:00,3,0.126,typical,13
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 08:00:00,4,0.42,typical,46
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 09:00:00,0,0.03,high_netload_tail,13
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 09:00:00,1,0.06,low_pv_shortfall_tail,93
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 09:00:00,2,0.356,dct_risk_tail,35
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 09:00:00,3,0.244,typical,27
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 09:00:00,4,0.31,typical,384
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 10:00:00,0,0.258,high_netload_tail,7
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 10:00:00,1,0.296,low_pv_shortfall_tail,439
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 10:00:00,2,0.18,dct_risk_tail,8
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 10:00:00,3,0.088,typical,43
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 10:00:00,4,0.178,typical,476
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 11:00:00,0,0.104,high_netload_tail,476
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 11:00:00,1,0.034,low_pv_shortfall_tail,16
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 11:00:00,2,0.154,dct_risk_tail,451
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 11:00:00,3,0.396,typical,484
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 11:00:00,4,0.312,typical,302
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 12:00:00,0,0.042,high_netload_tail,1
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 12:00:00,1,0.17,low_pv_shortfall_tail,375
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 12:00:00,2,0.046,dct_risk_tail,31
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 12:00:00,3,0.066,typical,493
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 12:00:00,4,0.676,typical,18
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 13:00:00,0,0.184,high_netload_tail,497
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 13:00:00,1,0.172,low_pv_shortfall_tail,178
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 13:00:00,2,0.122,dct_risk_tail,181
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 13:00:00,3,0.156,typical,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 13:00:00,4,0.366,typical,325
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 14:00:00,0,0.2,high_netload_tail,25
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 14:00:00,1,0.012,low_pv_shortfall_tail,352
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 14:00:00,2,0.444,dct_risk_tail,478
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 14:00:00,3,0.222,typical,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 14:00:00,4,0.122,typical,421
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 15:00:00,0,0.418,high_netload_tail,420
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 15:00:00,1,0.086,low_pv_shortfall_tail,243
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 15:00:00,2,0.226,dct_risk_tail,442
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 15:00:00,3,0.196,typical,496
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 15:00:00,4,0.074,typical,481
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 16:00:00,0,0.398,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 16:00:00,1,0.08,low_pv_shortfall_tail,317
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 16:00:00,2,0.078,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 16:00:00,3,0.388,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 16:00:00,4,0.056,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 17:00:00,0,0.146,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 17:00:00,1,0.128,low_pv_shortfall_tail,409
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 17:00:00,2,0.53,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 17:00:00,3,0.068,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 17:00:00,4,0.128,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 18:00:00,0,0.182,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 18:00:00,1,0.072,low_pv_shortfall_tail,89
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 18:00:00,2,0.612,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 18:00:00,3,0.062,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 18:00:00,4,0.072,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 19:00:00,0,0.132,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 19:00:00,1,0.12,low_pv_shortfall_tail,462
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 19:00:00,2,0.278,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 19:00:00,3,0.174,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 19:00:00,4,0.296,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 20:00:00,0,0.06,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 20:00:00,1,0.066,low_pv_shortfall_tail,116
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 20:00:00,2,0.02,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 20:00:00,3,0.288,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 20:00:00,4,0.566,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 21:00:00,0,0.278,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 21:00:00,1,0.214,low_pv_shortfall_tail,319
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 21:00:00,2,0.092,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 21:00:00,3,0.118,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 21:00:00,4,0.298,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 22:00:00,0,0.166,high_netload_tail,498
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 22:00:00,1,0.076,low_pv_shortfall_tail,288
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 22:00:00,2,0.204,dct_risk_tail,496
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 22:00:00,3,0.458,typical,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 22:00:00,4,0.096,typical,167
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 23:00:00,0,0.226,high_netload_tail,4
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 23:00:00,1,0.048,low_pv_shortfall_tail,318
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 23:00:00,2,0.31,dct_risk_tail,459
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 23:00:00,3,0.382,typical,16
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-14 23:00:00,4,0.034,typical,260
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-15 00:00:00,0,0.058,high_netload_tail,20
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-15 00:00:00,1,0.144,low_pv_shortfall_tail,347
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-15 00:00:00,2,0.248,dct_risk_tail,25
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-15 00:00:00,3,0.22,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2025-03-15 00:00:00,4,0.33,typical,293
